subject,theme,level,question,choice_a,choice_b,choice_c,choice_d,correct,explanation,hint
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Comment le développement des universités aux XIIe-XIIIe siècles remet-il en question le monopole intellectuel de l'Église ?,Les universités renforcent uniquement ce monopole,Les universités créent un espace d'enseignement plus autonome où la raison philosophique peut s'exercer indépendamment de la seule autorité des textes sacrés,Les universités sont créées par des seigneurs laïcs,Les universités rejettent la théologie,1,Les universités médiévales enseignent la théologie mais aussi le droit la médecine et la philosophie (Aristote). La méthode scolastique encourage la discussion rationnelle et le débat contradictoire. Cela crée un espace intellectuel plus autonome que les seules écoles monastiques.,La redécouverte d'Aristote via les traductions arabes est au cœur de cette révolution intellectuelle.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,En quoi la féodalité est-elle à la fois un système politique et économique ?,Elle est uniquement politique,En combinant des liens de dépendance personnelle (vassalité) avec l'exploitation de la terre et des paysans (seigneurie) la féodalité organise simultanément le pouvoir politique et la production économique,Elle est uniquement économique,Les deux aspects sont totalement séparés,1,La féodalité lie le politique (vassalité : fief contre service militaire) et l'économique (seigneurie : paysans exploitent la terre sous contrôle du seigneur). Un seigneur sans terre n'est rien : la terre est à la fois une récompense politique et une source de revenus.,Cette fusion du politique et de l'économique dans la terre est le propre de la féodalité.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Pourquoi la chevalerie comme institution militaire décline-t-elle à la fin du Moyen Âge ?,Car les chevaliers deviennent pacifistes,Car les armes à feu et les armées professionnelles infanterie et archers rendent la cavalerie lourde moins efficace et plus coûteuse,Car les rois suppriment la noblesse,Car les croisades épuisent tous les chevaliers,1,À Crécy (1346) et Azincourt (1415) les archers anglais massacrent la chevalerie française. La poudre à canon (XVe siècle) rend les châteaux forts vulnérables. Les rois préfèrent des armées professionnelles permanentes moins dépendantes des caprices féodaux.,La révolution militaire du XIVe-XVe siècle sonne le glas de la chevalerie comme force militaire dominante.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Comment les pèlerinages renforcent-ils à la fois la cohésion chrétienne et l'essor économique médiéval ?,Les pèlerinages n'ont aucun effet économique,En mobilisant des foules sur de longues routes les pèlerinages stimulent le commerce (auberges marchés artisanat) tout en renforçant les liens de la communauté chrétienne,Les pèlerinages sont interdits aux marchands,Les pèlerinages ont uniquement une fonction spirituelle,1,Les pèlerinages vers Jérusalem Rome ou Compostelle créent des flux de voyageurs qui stimulent l'économie des routes et des villes étapes. Les commerçants et aubergistes prospèrent. Les pèlerins échangent aussi des informations et des idées.,Le phénomène pèlerin est un vecteur de dynamisme économique et culturel.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Quel rôle joue la liturgie catholique dans la socialisation des fidèles médiévaux ?,Aucun rôle social,La liturgie (messe fêtes du calendrier baptême mariage enterrement) rythme la vie collective marque les étapes de la vie et crée une identité commune à toute la population,La liturgie est réservée aux clercs,La liturgie isole les fidèles,1,La messe dominicale les fêtes liturgiques (Noël Pâques) les sacrements (baptême confirmation mariage extrême-onction) structurent toute la vie d'un chrétien médiéval. Le calendrier liturgique est le calendrier de la société tout entière.,L'appartenance à l'Église catholique est au Moyen Âge une identité sociale totale et non seulement individuelle.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Pourquoi le schisme d'Occident (1378-1417) est-il une crise grave pour l'Église médiévale ?,Car il y a trop de papes compétents,Car la coexistence de deux puis trois papes qui s'excommunient mutuellement rend absurde toute prétention à l'autorité spirituelle universelle,Car il divise l'islam,Car il provoque la guerre de Cent Ans,1,Deux puis trois papes rivaux s'excommunient mutuellement entre 1378 et 1417. Si le pape peut être excommunié par un autre pape son autorité spirituelle unique est clairement remise en question. Cette crise ébranle profondément la crédibilité institutionnelle de la papauté.,Elle nourrit les appels à la réforme qui aboutiront à la Réforme protestante un siècle plus tard.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,En quoi l'adoubement transforme-t-il un jeune noble en membre d'un ordre symbolique ?,Il lui donne uniquement des armes,Il fait du jeune noble un chevalier c'est-à-dire un guerrier consacré par l'Église qui a prêté serments de loyauté de protection et de service divin,Il lui donne uniquement un titre,Il l'unit à une corporation de marchands,1,L'adoubement est une cérémonie à la fois militaire et religieuse. Le jeune noble reçoit ses armes fait ses preuves de combat mais aussi prie veille ses armes toute une nuit. Il prête serments de protéger les faibles servir Dieu et obéir à son seigneur.,Par ce rituel il entre dans un ordre symbolique qui lui confère une identité sociale précise.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Comment la Jacquerie de 1358 révèle-t-elle les contradictions internes du système féodal ?,Elle montre que le système féodal fonctionne parfaitement,Elle révèle que les paysans qui soutiennent économiquement le système n'ont aucun droit et que l'accumulation des charges (dîme corvées guerre) crée une explosive tension sociale,Elle montre que les nobles traitent bien leurs paysans,Elle est provoquée uniquement par la religion,1,Les paysans de la Jacquerie brûlent des châteaux et tuent des nobles non par folie mais par désespoir face aux exactions : la guerre leur vole leurs récoltes les nobles leurs lèvent des impôts exceptionnels et la peste a décimé leur famille. Ils n'ont aucun recours légal.,La Jacquerie révèle l'absence totale de protection juridique pour les paysans dans le système féodal.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Pourquoi l'invention de l'imprimerie (1450) est-elle un facteur de crise pour l'Église médiévale ?,Car elle rend les images impossibles,Car elle permet la diffusion rapide des idées critiques et des textes religieux en langue vernaculaire contournant le monopole de l'Église sur la transmission du savoir,Car elle détruit les manuscrits,Car l'Église interdit les livres imprimés,1,Avant l'imprimerie l'Église contrôle la production et la diffusion des textes (manuscrits des monastères). L'imprimerie permet à n'importe qui de diffuser ses idées rapidement et à grande échelle. Les idées réformatrices de Luther se répandront grâce à elle.,L'imprimerie met fin au monopole intellectuel médiéval de l'Église.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Comment le développement du droit romain dans les universités médiévales renforce-t-il le pouvoir royal ?,Il le diminue,Les légistes formés au droit romain fournissent aux rois des arguments juridiques (Rex est imperator in regno suo) pour affirmer une souveraineté absolue au détriment des prétentions féodales et papales,Il renforce uniquement l'Église,Il n'a aucun impact politique,1,Les légistes (juristes) formés au droit romain dans les universités deviennent les conseillers des rois. Le droit romain leur fournit des concepts comme la souveraineté et l'intérêt public qui légitiment le renforcement du pouvoir royal contre les grands vassaux.,C'est une arme intellectuelle dans la construction de l'État monarchique.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Quelle est la signification de l'humiliation de Canossa (1077) dans les relations pape-Empereur ?,Elle symbolise la suprématie permanente de l'Empereur sur le pape,Elle symbolise le triomphe temporaire du pouvoir spirituel (pape Grégoire VII) sur le pouvoir temporel (Henri IV) mais l'Empereur se vengera plus tard,Elle n'a aucune signification symbolique,Elle marque la fin définitive de la querelle des investitures,1,Henri IV pieds nus dans la neige à Canossa attendant le pardon du pape est l'image la plus forte du pouvoir spirituel sur le temporel. Mais dès 1080 Henri reprend l'offensive il fait élire un anti-pape et reprend Rome. Le symbole de Canossa cache une réalité plus complexe.,Canossa est un triomphe symbolique du pape mais pas une victoire définitive.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,En quoi la coexistence du clerc savant et du chevalier guerrier illustre-t-elle la complémentarité des ordres médiévaux ?,Les deux ordres sont en conflit constant,Les clercs justifient et légitiment le pouvoir des chevaliers (sacre cérémonie d'adoubement) tandis que les chevaliers protègent l'Église militairement cette complémentarité fondant la stabilité sociale médiévale,Les clercs combattent aussi physiquement,Les chevaliers gèrent les affaires religieuses,1,L'Église sacre les rois et bénit les chevaliers donnant une légitimité divine à leur pouvoir. En retour les chevaliers protègent physiquement l'Église et ses biens. Cette alliance entre pouvoir spirituel et pouvoir militaire est au cœur de la stabilité de l'Occident médiéval.,Sans l'un l'autre n'aurait pas la légitimité ou la sécurité nécessaires.
Histoire,Société Église et pouvoir politique dans l'occident féodal (XIe-XVe siècles),2,Comment l'évolution des fortifications médiévales du XIe au XVe siècle reflète-t-elle les progrès des techniques de siège ?,Les fortifications restent identiques,Les châteaux deviennent de plus en plus complexes (douve tours multiples mâchicoulis) pour contrer les progrès des catapultes des mines et finalement de la poudre à canon,Les fortifications disparaissent,La poudre à canon n'affecte pas les fortifications,1,Au XIe siècle la motte et la palissade suffisent. Au XIIe siècle on passe à la pierre avec donjon. Au XIIIe siècle les enceintes multiples les tours de flanquement les mâchicoulis s'ajoutent. À la fin du XVe siècle les remparts s'abaissent et s'épaississent contre les boulets de canon.,L'architecture militaire est en perpétuelle adaptation face aux techniques d'attaque.
